molecule_chembl_id,canonical_smiles,standard_value,pIC50,Fingerprint,predicted_pIC50
CHEMBL271408,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1,3.548,8.45001638884031,[0. 0. 0. ... 0. 0. 0.],8.099010686514184
CHEMBL271410,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1,9.333,8.029978734171634,[0. 0. 0. ... 0. 0. 0.],7.938044246456531
CHEMBL271532,CN1CCN(CCCNc2c(Br)cccc2Nc2ncnc3ccncc23)CC1,5.012,8.299988937677888,[0. 0. 0. ... 0. 0. 0.],8.355414277915083
CHEMBL271540,CN(C)c1ccc(Nc2ncnc3ccncc23)c(N)c1,4897.79,5.309999839831226,[0. 0. 0. ... 0. 0. 0.],5.807893301965667
CHEMBL271587,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCCN(C)C,5.495,8.260032303240491,[0. 0. 0. ... 0. 0. 0.],7.800598460150654
CHEMBL271617,Nc1cc(Br)ccc1Nc1ncnc2ccncc12,25.7,7.590066876668706,[0. 0. 0. ... 0. 0. 0.],6.8687989083556555
CHEMBL271623,OCCN(CCO)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,9.333,8.029978734171634,[0. 0. 0. ... 0. 0. 0.],8.363232491384945
CHEMBL271705,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,1.0,9.0,[0. 0. 0. ... 0. 0. 0.],8.605361051854167
CHEMBL272187,Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1,0.912,9.040005161671584,[0. 0. 0. ... 0. 0. 0.],8.547863311435535
CHEMBL272258,Nc1ccccc1Nc1ncnc2ccncc12,251.19,6.599997654072045,[0. 0. 0. ... 0. 0. 0.],6.46917931252636
CHEMBL272477,OCN(CO)c1c(Br)cccc1Nc1ncnc2ccncc12,14.13,7.849857838151442,[0. 0. 0. ... 0. 0. 0.],7.976299822845873
CHEMBL272634,NNc1c(Br)cccc1Nc1ncnc2ccncc12,7.244,8.14002155835798,[0. 0. 0. ... 0. 0. 0.],8.123491942853668
CHEMBL272865,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1,0.5129,9.289967300934247,[0. 0. 0. ... 0. 0. 0.],8.999176700968256
CHEMBL272895,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN1CCOCC1,5.495,8.260032303240491,[0. 0. 0. ... 0. 0. 0.],8.39214092294701
CHEMBL272935,CN1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,14.0,7.853871964321762,[0. 0. 0. ... 0. 0. 0.],7.929356779435732
CHEMBL273116,Nc1ccccc1Nc1ncnc2cc(Br)ncc12,245.47,6.610001577392668,[0. 0. 0. ... 0. 0. 0.],6.6102057050570355
CHEMBL273789,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,248.71,6.604306752496415,[0. 0. 0. ... 0. 1. 0.],6.673011339196607
CHEMBL274654,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,67500.0,4.170696227168975,[0. 0. 0. ... 0. 0. 0.],4.099462774178313
CHEMBL274732,COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,5465.0,5.262409833714278,[0. 0. 0. ... 0. 0. 0.],5.492180385597045
CHEMBL275117,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,20000.0,4.698970004336019,[0. 0. 0. ... 0. 0. 0.],4.6280514508404815
CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,50.0,7.301029995663981,[0. 0. 0. ... 0. 0. 0.],5.083520724971551
CHEMBL275762,O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,16.2675,7.788679184594107,[0. 0. 0. ... 0. 0. 0.],7.541815858542995
CHEMBL276154,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CCN(C)CC1,155.0,6.809668301829708,[0. 0. 0. ... 0. 0. 0.],7.019420640117635
CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,80000.0,4.096910013008056,[0. 0. 0. ... 0. 0. 1.],4.08468731941543
CHEMBL27685,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,3.25,8.488116639021126,[0. 0. 0. ... 0. 0. 0.],8.308946644438844
CHEMBL27688,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,14.25,7.846185135655471,[0. 0. 0. ... 0. 0. 0.],7.870588478777507
CHEMBL277008,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,200000.0,3.6989700043360174,[0. 1. 0. ... 0. 0. 0.],3.7003427290528306
CHEMBL277011,CCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.707580010544799
CHEMBL277039,NC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.69897000433601
CHEMBL277408,CS(=O)(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.69897000433601
CHEMBL277430,Cc1ccc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,75000.0,4.1249387366083,[0. 0. 0. ... 0. 0. 0.],4.312411032610337
CHEMBL277432,O=C(NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O)c1ccccc1,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.7126066928265002
CHEMBL277667,CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],3.9587884319728444
CHEMBL277931,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,50000.0,4.301029995663981,[0. 0. 0. ... 0. 0. 0.],4.200682260268585
CHEMBL278071,CN(C)N1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.712383928879389
CHEMBL278101,CCC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.7019803042926496
CHEMBL278103,Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.063961596708957
CHEMBL278287,Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,49000.0,4.309803919971486,[0. 0. 0. ... 0. 0. 0.],4.383417918870293
CHEMBL278526,N#CCC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.714198791788813
CHEMBL278630,O=C(Nc1ccc(Cl)c(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.004241565442706
CHEMBL278757,CN(C)CC(=O)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.7107745649805906
CHEMBL279035,O=C(O)c1ccc(NN2C(=O)c3c(c4c5cccc(O)c5n(C5OC(CO)C(O)C(O)C5O)c4c4[nH]c5c(O)cccc5c34)C2=O)cc1,90000.0,4.045757490560675,[0. 0. 0. ... 0. 0. 0.],3.925372352766863
CHEMBL279138,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,15733.333333333334,4.803179256085575,[0. 0. 0. ... 0. 0. 0.],4.854544905122506
CHEMBL279459,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,425.0,6.371611069949688,[0. 0. 0. ... 0. 0. 0.],6.496019177848425
CHEMBL279481,O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1[nH]c3c(O)cccc3c21,29000.0,4.537602002101044,[0. 0. 0. ... 0. 0. 0.],5.125014804518648
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,30.0,7.522878745280337,[0. 0. 0. ... 0. 0. 0.],8.014536173430963
CHEMBL280069,COc1cc2cc(-c3ccncc3)cnc2cc1OC,10000.0,5.0,[0. 0. 0. ... 0. 0. 0.],4.917774374229233
CHEMBL280074,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,440000.0,3.356547323513812,[0. 0. 0. ... 0. 0. 0.],3.891954179694343
CHEMBL280757,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,1.695,8.770830297460899,[0. 0. 0. ... 0. 0. 0.],8.084045868160402
CHEMBL280998,Oc1ccccc1O,26043.0,4.584308989059276,[0. 0. 0. ... 0. 0. 0.],4.736068324887985
CHEMBL281300,C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,84645.8057142857,4.072394556754933,[0. 0. 0. ... 0. 0. 0.],4.43259180646304
CHEMBL281467,C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,675.25,6.170535407140512,[0. 0. 0. ... 0. 0. 0.],5.023972785726565
CHEMBL281543,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,2551.35,5.593229959797844,[0. 0. 0. ... 0. 0. 0.],6.212089796357324
CHEMBL281872,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,225.0,6.647817481888637,[0. 0. 0. ... 0. 0. 0.],7.0352186477255305
CHEMBL281957,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,10000.0,5.0,[0. 0. 0. ... 0. 0. 0.],5.1252882082248625
CHEMBL281990,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,700.0,6.154901959985743,[0. 0. 0. ... 0. 0. 0.],6.3707417434098685
CHEMBL282436,O=CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],4.072355566358685
CHEMBL282655,O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NCc1cccc(O)c1,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.7100574181669685
CHEMBL283088,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1,200.0,6.698970004336019,[0. 0. 0. ... 0. 0. 0.],6.7428575236396195
CHEMBL283201,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,230.5,6.637329070274333,[0. 0. 0. ... 0. 0. 0.],6.773932471304155
CHEMBL283682,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,135024.04571428572,3.8695888834226952,[0. 0. 0. ... 0. 0. 0.],4.637370551050881
CHEMBL283766,N#CCCNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,200000.0,3.6989700043360174,[0. 0. 0. ... 0. 0. 0.],3.714198791788813
CHEMBL28418,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,9.375,8.028028723600244,[0. 0. 0. ... 0. 0. 0.],7.426481111340036
CHEMBL284326,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,135.3,6.868702203402377,[0. 0. 0. ... 0. 0. 0.],7.019477671344287
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,165.28555555555556,6.781765098132219,[0. 0. 0. ... 0. 0. 0.],7.076000809385087
CHEMBL286160,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,100.0,7.0,[0. 0. 0. ... 0. 0. 0.],6.967761980659405
CHEMBL286343,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1,12.0,7.920818753952375,[0. 0. 0. ... 0. 0. 0.],8.202202761867404
CHEMBL287007,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,6.1605,8.210384038090666,[0. 0. 0. ... 0. 0. 0.],7.970112982909473
CHEMBL287022,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5278.6,5.277481246575393,[0. 0. 0. ... 0. 0. 0.],5.49057544680581
CHEMBL287289,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,160.03,6.7957985947618464,[0. 0. 0. ... 0. 0. 0.],7.552610573863223
CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,151.20999999999998,6.820419486604591,[0. 0. 0. ... 0. 0. 0.],7.0907457055102405
CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,272.0,6.565431095965801,[0. 0. 0. ... 0. 0. 0.],6.3569093267218975
CHEMBL289162,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1187.7933333333333,5.925259116594501,[0. 0. 0. ... 0. 0. 0.],6.666317877673574
CHEMBL289213,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,293.5711,6.532286699874124,[0. 0. 0. ... 0. 0. 0.],7.107992442493234
CHEMBL289787,COc1cccc2c(Nc3cccc(Br)c3)ncnc12,5487.0,5.2606650398039205,[0. 0. 0. ... 0. 0. 0.],5.604209928835807
CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,345.185,6.461948084795671,[0. 0. 0. ... 0. 0. 0.],6.388459968836413
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,27.108,7.566902523032012,[0. 0. 0. ... 0. 0. 0.],7.435899009627962
CHEMBL290106,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,614.0,6.211831628858832,[0. 0. 0. ... 0. 0. 0.],5.4003929213586765
CHEMBL290389,COc1cc(/C=C(\C#N)C(N)=O)cc(Sc2nc3ccccc3s2)c1O,350.0,6.455931955649724,[0. 0. 0. ... 0. 0. 0.],5.9805368305675675
CHEMBL291313,N#CC(C#N)=C1C(=O)Nc2ccc([N+](=O)[O-])cc21,30000.0,4.522878745280337,[0. 0. 0. ... 0. 0. 0.],4.535137964297516
CHEMBL291359,CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12,9900.0,5.004364805402449,[0. 0. 0. ... 0. 0. 0.],4.909922161383083
CHEMBL291496,Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,18.1,7.742321425130815,[0. 0. 0. ... 0. 0. 0.],7.47603125900618
CHEMBL291514,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,79.0,7.102372908709558,[0. 0. 1. ... 0. 0. 0.],7.135336172847937
CHEMBL291667,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.0638629394807
CHEMBL291701,Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,687.915,6.1624652206475,[0. 0. 0. ... 0. 0. 0.],6.256685709457417
CHEMBL291753,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCCCC1,1000000.0,3.0,[0. 0. 1. ... 0. 0. 0.],3.7983751885050108
CHEMBL291963,c1cncc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)c1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.314742358500887
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,132.26315217391303,6.8785611311449415,[0. 0. 0. ... 0. 0. 0.],7.109988924778105
CHEMBL291979,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,54100.0,4.266802734893431,[0. 0. 0. ... 0. 0. 0.],4.269921790541347
CHEMBL291986,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(c2ccccc2)CC1,29650.0,4.527975302299718,[0. 0. 0. ... 0. 0. 0.],4.475136622975077
CHEMBL292287,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.079076928210036
CHEMBL292323,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,6500.0,5.187086643357144,[0. 0. 0. ... 0. 0. 0.],4.855170628182738
CHEMBL292609,N#CC(C#N)=Cc1ccc2c(c1)CCN2Cc1ccccc1,2500000.0,2.6020599913279625,[0. 0. 0. ... 0. 0. 0.],2.9490316659042497
CHEMBL292648,N#CC(C#N)=C1CCCc2c(O)cccc21,1200000.0,2.920818753952375,[0. 0. 0. ... 0. 0. 0.],4.81225279382226
CHEMBL293064,CCN(CC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,93.0,7.031517051446065,[0. 0. 0. ... 0. 0. 0.],6.262154108588363
CHEMBL293090,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.0,8.096910013008056,[0. 0. 0. ... 0. 0. 0.],7.852220666620463
CHEMBL293250,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,40500.0,4.392544976785332,[0. 0. 0. ... 0. 0. 0.],4.340963742185202
CHEMBL293251,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,11400.0,4.943095148663527,[0. 0. 0. ... 0. 0. 0.],4.78406704581694
CHEMBL293261,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,850.0,6.070581074285707,[0. 0. 0. ... 0. 0. 0.],5.398420669399772
CHEMBL293482,N#CC(C#N)=Cc1ncc[nH]1,532000.0,3.274088367704952,[0. 0. 0. ... 0. 0. 0.],3.9483221647298796
CHEMBL293584,N#CC(C#N)=C1CCc2cc(O)c(O)cc21,10333.333333333334,4.9857595608853895,[0. 0. 0. ... 0. 0. 0.],5.044309341463029
CHEMBL293749,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,739.3199999999999,6.131167545158966,[0. 0. 0. ... 0. 0. 0.],6.027852737241116
CHEMBL293798,N#CC(C#N)=C1C(=O)Nc2ccccc21,126500.0,3.897909474488164,[0. 0. 0. ... 0. 0. 0.],4.040366397229289
CHEMBL293889,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,4300.0,5.366531544420413,[0. 0. 0. ... 0. 0. 0.],4.225116666357893
CHEMBL293913,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,44000.0,4.356547323513812,[0. 0. 0. ... 0. 0. 0.],4.383938604145552
CHEMBL293986,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.0782430948252735
CHEMBL293991,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,530.0,6.275724130399211,[0. 1. 0. ... 0. 0. 0.],6.011417157082104
CHEMBL294034,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1ccnc1,63.1,7.199970640755866,[0. 0. 0. ... 0. 0. 0.],7.305798034702515
CHEMBL294205,COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.232665127344844
CHEMBL294213,N#CC(C#N)=Cc1ccc2[nH]ccc2c1,1150000.0,2.939302159646388,[0. 0. 0. ... 0. 0. 0.],3.0663979280570293
CHEMBL294341,COc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC)ccc3n1C)n2C,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.367145803069132
CHEMBL294395,COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,61.0,7.214670164989233,[0. 0. 0. ... 0. 0. 0.],7.103555332459536
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,1.5742666666666667,8.802921700151959,[0. 0. 0. ... 0. 0. 0.],8.583480787201728
CHEMBL294681,C[S+]([O-])c1ccc(C=C(C#N)C#N)cc1,1800000.0,2.744727494896693,[0. 0. 0. ... 0. 0. 0.],2.9047149325553665
CHEMBL294769,COc1cc2nc(C)nc(Nc3cccc(Br)c3)c2cc1OC,10000.0,5.0,[0. 0. 0. ... 0. 0. 0.],5.011288197476039
CHEMBL295939,NC(=O)c1cc2cc(O)c(O)cc2cn1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.337412472887154
CHEMBL295961,CNc1ccc2cncnc2c1,4.0,8.397940008672037,[0. 0. 0. ... 0. 0. 0.],7.7362371394922045
CHEMBL296168,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,3.35,8.474955192963154,[0. 0. 0. ... 0. 0. 0.],8.316388264605042
CHEMBL296377,Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,40.370000000000005,7.393941250589686,[0. 0. 0. ... 0. 0. 0.],7.448330089015838
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,9246.684,5.034013983876704,[0. 0. 0. ... 0. 0. 0.],5.160308363375036
CHEMBL29641,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,126.7,6.897223385116559,[0. 0. 0. ... 0. 0. 0.],6.716274585186144
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,6057.0,5.217742426336699,[0. 0. 0. ... 0. 0. 0.],5.479128769748209
CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,25000.0,4.6020599913279625,[0. 0. 0. ... 0. 0. 0.],4.882319918980782
CHEMBL296582,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1,3100.0,5.508638306165727,[0. 0. 0. ... 0. 0. 0.],5.5643601741788835
CHEMBL297968,C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,45.8,7.339134521996131,[0. 0. 0. ... 0. 0. 0.],7.544693876445413
CHEMBL298637,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,218.82666666666668,6.659899755096825,[0. 0. 0. ... 0. 0. 0.],6.257733743231838
CHEMBL298679,COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1,720.0,6.142667503568731,[0. 0. 0. ... 0. 0. 0.],5.9847017532039875
CHEMBL298810,N#CC(C#N)=Cc1cc[nH]n1,1480000.0,2.8297382846050425,[0. 0. 0. ... 0. 1. 0.],3.1402123562993767
CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,17.189999999999998,7.764724123312948,[0. 0. 0. ... 0. 0. 0.],7.9117513920563605
CHEMBL299026,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,6200.0,5.207608310501746,[0. 0. 0. ... 0. 0. 0.],5.570064634939197
CHEMBL299194,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,8700.0,5.060480747381382,[0. 0. 0. ... 0. 0. 0.],5.408721418391032
CHEMBL299347,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,50000.0,4.301029995663981,[0. 0. 0. ... 0. 0. 0.],5.201823868315781
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,10.512066666666668,7.978311893515492,[0. 0. 0. ... 0. 0. 0.],8.009282553345457
CHEMBL299672,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,71.0,7.1487416512809245,[0. 0. 0. ... 0. 0. 0.],7.166321768051344
CHEMBL299707,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,100000.0,4.0,[0. 0. 0. ... 0. 0. 0.],4.082279228973285
CHEMBL299763,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,50000.0,4.301029995663981,[0. 0. 0. ... 0. 0. 0.],5.395504232757904
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,2.322,8.634137784597446,[0. 0. 0. ... 0. 0. 0.],8.488134399308008
CHEMBL299893,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,5.0,8.301029995663981,[0. 1. 0. ... 0. 0. 0.],7.918201862553051
CHEMBL300083,Nc1cc2ncnc(NCc3ccccc3)c2cn1,1081.0,5.96617430604669,[0. 0. 0. ... 0. 0. 0.],5.763412362656933
CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,25.7924,7.588508244590973,[0. 0. 0. ... 0. 0. 0.],7.618271792572114
CHEMBL300341,N#CC(C#N)=Cc1ccco1,1250000.0,2.903089986991944,[0. 0. 0. ... 0. 0. 0.],3.3247874098157375
CHEMBL300491,COc1ccc2cncnc2c1,10.0,8.0,[0. 0. 0. ... 0. 0. 0.],8.016942737594517
